,info,habs,m2,floor,price,elevator,exterior,neigh,type
713,"Piso en calle de Pere IV, El Parc i la Llacuna del Poblenou, Barcelona",1,51.0,1.0,269000,True,True,El Parc i la Llacuna del Poblenou,Piso
714,"Piso en calle de Pere IV, El Parc i la Llacuna del Poblenou, Barcelona",1,51.0,2.0,295000,True,True,El Parc i la Llacuna del Poblenou,Piso
715,"Piso en calle de Sardenya, 98, El Parc i la Llacuna del Poblenou, Barcelona",1,64.0,1.0,400000,True,True,El Parc i la Llacuna del Poblenou,Piso
716,"Piso en Gran Via de les Corts Catalanes, 576, Sant Antoni, Barcelona",3,135.0,1.0,745000,True,True,Sant Antoni,Piso
717,"Piso en avenida de la República Argentina, El Putxet i el Farró, Barcelona",3,70.0,,300000,True,False,El Putxet i el Farró,Piso
718,"Piso en rambla de Guipúscoa, El Clot, Barcelona",3,78.0,5.0,238000,True,True,El Clot,Piso
719,"Chalet en calle de Sòcrates, Sant Andreu, Barcelona",3,75.0,,298000,False,False,Sant Andreu,Chalet
720,"Piso en calle del Duc, El Gòtic, Barcelona",4,113.0,3.0,450000,True,True,El Gòtic,Piso
721,"Piso en calle de Fontova, El Camp de l'Arpa del Clot, Barcelona",3,67.0,1.0,230000,True,False,El Camp de l'Arpa del Clot,Piso
722,"Piso en calle Doctor Trueta, 33, La Vila Olímpica del Poblenou, Barcelona",4,156.0,3.0,698000,True,True,La Vila Olímpica del Poblenou,Piso
723,"Piso en calle dels Enamorats, La Sagrada Família, Barcelona",1,59.0,1.0,209000,True,True,La Sagrada Família,Piso
724,"Piso en calle Major de Sarrià, 5, Sarrià, Barcelona",4,143.0,1.0,700000,True,True,Sarrià,Piso
725,"Piso en calle de Ventura Plaja, Sants - Badal, Barcelona",3,72.0,1.0,279000,True,True,Sants - Badal,Piso
726,"Piso en avenida Meridiana, El Camp de l'Arpa del Clot, Barcelona",3,70.0,,320000,True,False,El Camp de l'Arpa del Clot,Piso
727,"Piso en calle de la Caravel·la la Pinta, Les Corts, Barcelona",3,142.0,3.0,820000,True,True,Les Corts,Piso
728,"Piso en avenida Diagonal, Sant Gervasi - Galvany, Barcelona",5,270.0,5.0,1300000,True,True,Sant Gervasi - Galvany,Piso
729,"Piso en calle de Ventura Plaja, Sants - Badal, Barcelona",2,62.0,,244000,False,False,Sants - Badal,Piso
730,"Piso en paseo del Taulat, Diagonal Mar i el Front Marítim del Poblenou, Barcelona",4,175.0,,1375000,True,False,Diagonal Mar i el Front Marítim del Poblenou,Piso
731,"Ático en calle de la gleva, El Putxet i el Farró, Barcelona",1,138.0,4.0,495000,True,True,El Putxet i el Farró,Ático
732,"Ático en Jaume I, El Gòtic, Barcelona",2,95.0,4.0,495000,True,True,El Gòtic,Ático
733,"Piso en avenida DIAGONAL, L'Antiga Esquerra de l'Eixample, Barcelona",4,240.0,4.0,1250000,True,True,L'Antiga Esquerra de l'Eixample,Piso
734,"Piso en paseo de la Bonanova, Sant Gervasi - La Bonanova, Barcelona",5,350.0,1.0,1595000,True,True,Sant Gervasi - La Bonanova,Piso
735,"Piso en calle de les Jonqueres, Sant Pere - Santa Caterina i la Ribera, Barcelona",2,110.0,,599000,True,False,Sant Pere - Santa Caterina i la Ribera,Piso
736,"Piso en Consell de cent, L'Antiga Esquerra de l'Eixample, Barcelona",4,113.0,4.0,535000,True,True,L'Antiga Esquerra de l'Eixample,Piso
737,"Piso en calle de Balmes, El Putxet i el Farró, Barcelona",4,179.0,2.0,780000,True,False,El Putxet i el Farró,Piso
738,"Piso en calle de Tamarit, 115, Sant Antoni, Barcelona",4,200.0,1.0,349000,True,False,Sant Antoni,Piso
739,"Piso en avenida de Josep Tarradellas, La Nova Esquerra de l'Eixample, Barcelona",3,87.0,7.0,375000,True,True,La Nova Esquerra de l'Eixample,Piso
740,"Piso en El Gòtic, Barcelona",2,70.0,2.0,375000,True,True,El Gòtic,Piso
741,"Piso en salvà, El Poble Sec - Parc de Montjuïc, Barcelona",3,57.0,,155000,False,True,El Poble Sec - Parc de Montjuïc,Piso
742,"Piso en avenida de Josep Tarradellas, 45, Sants, Barcelona",3,78.0,1.0,365000,True,True,Sants,Piso
743,"Piso en Les Corts, Barcelona",3,55.0,5.0,269000,True,True,Les Corts,Piso
744,"Piso en calle de Cartellà, Vilapicina i la Torre Llobeta, Barcelona",4,95.0,1.0,356000,True,False,Vilapicina i la Torre Llobeta,Piso
745,"Piso en taquigraf serra, Les Corts, Barcelona",2,36.0,2.0,240000,False,False,Les Corts,Piso
746,"Piso en Sant Pere - Santa Caterina i la Ribera, Barcelona",1,47.0,1.0,220000,False,False,Sant Pere - Santa Caterina i la Ribera,Piso
747,"Ático en Sant Gervasi - Galvany, Barcelona",4,325.0,8.0,1886000,True,True,Sant Gervasi - Galvany,Ático
748,"Ático en Sant Gervasi - Galvany, Barcelona",5,665.0,6.0,6250000,True,True,Sant Gervasi - Galvany,Ático
749,"Piso en El Putxet i el Farró, Barcelona",4,267.0,3.0,1490000,True,True,El Putxet i el Farró,Piso
750,"Piso en Sarrià, Barcelona",6,339.0,1.0,1350000,True,True,Sarrià,Piso
751,"Piso en calle de las Navas de Tolosa, El Clot, Barcelona",2,50.0,3.0,209000,True,True,El Clot,Piso
752,"Piso en L'Antiga Esquerra de l'Eixample, Barcelona",3,85.0,3.0,485000,True,True,L'Antiga Esquerra de l'Eixample,Piso
753,"Piso en La Dreta de l'Eixample, Barcelona",2,62.0,,238000,True,False,La Dreta de l'Eixample,Piso
754,"Piso en Sant Antoni, Barcelona",4,98.0,5.0,360000,True,True,Sant Antoni,Piso
755,"Piso en La Nova Esquerra de l'Eixample, Barcelona",4,180.0,8.0,795000,True,True,La Nova Esquerra de l'Eixample,Piso
756,"Piso en Sarrià, Barcelona",1,62.0,1.0,145000,False,False,Sarrià,Piso
757,"Piso en calle de Villarroel, L'Antiga Esquerra de l'Eixample, Barcelona",2,72.0,,339500,True,False,L'Antiga Esquerra de l'Eixample,Piso
758,"Piso en Sant Gervasi - Galvany, Barcelona",3,126.0,1.0,735000,True,False,Sant Gervasi - Galvany,Piso
759,"Piso en El Fort Pienc, Barcelona",2,80.0,1.0,350000,True,False,El Fort Pienc,Piso
760,"Piso en Vila de Gràcia, Barcelona",2,59.0,1.0,425000,True,False,Vila de Gràcia,Piso
761,"Ático en Pedralbes, Barcelona",5,371.0,7.0,2000000,True,True,Pedralbes,Ático
762,"Piso en Sant Pere - Santa Caterina i la Ribera, Barcelona",3,72.0,1.0,415000,True,True,Sant Pere - Santa Caterina i la Ribera,Piso
763,"Piso en Diagonal Mar i el Front Marítim del Poblenou, Barcelona",4,169.0,10.0,2250000,True,True,Diagonal Mar i el Front Marítim del Poblenou,Piso
764,"Piso en El Camp d'En Grassot i Gràcia Nova, Barcelona",2,100.0,4.0,335000,True,False,El Camp d'En Grassot i Gràcia Nova,Piso
765,"Piso en El Gòtic, Barcelona",8,453.0,4.0,1900000,True,True,El Gòtic,Piso
766,"Piso en Pedralbes, Barcelona",3,62.0,7.0,395000,False,False,Pedralbes,Piso
767,"Piso en El Gòtic, Barcelona",4,190.0,2.0,730000,False,False,El Gòtic,Piso
768,"Piso en El Raval, Barcelona",3,85.0,3.0,485000,True,True,El Raval,Piso
769,"Casa o chalet independiente en Sarrià, Barcelona",8,520.0,,3900000,False,False,Sarrià,Casa
770,"Piso en La Sagrada Família, Barcelona",4,95.0,2.0,485000,True,True,La Sagrada Família,Piso
771,"Piso en Sant Pere - Santa Caterina i la Ribera, Barcelona",3,318.0,4.0,2500000,True,True,Sant Pere - Santa Caterina i la Ribera,Piso
772,"Piso en calle de Móra d'Ebre, El Coll, Barcelona",3,68.0,,149000,True,False,El Coll,Piso
773,"Piso en calle de les Trompetes, Sant Pere - Santa Caterina i la Ribera, Barcelona",1,60.0,,290000,True,True,Sant Pere - Santa Caterina i la Ribera,Piso
774,"Piso en calle de Concepción Arenal, Navas, Barcelona",3,65.0,6.0,239500,True,True,Navas,Piso
775,"Piso en calle Gran de la Sagrera, La Sagrera, Barcelona",3,65.0,2.0,195000,False,True,La Sagrera,Piso
776,"Piso en calle de la Marina, La Sagrada Família, Barcelona",3,80.0,1.0,350000,True,True,La Sagrada Família,Piso
777,"Piso en calle d'Amílcar, Vilapicina i la Torre Llobeta, Barcelona",2,65.0,3.0,210000,True,True,Vilapicina i la Torre Llobeta,Piso
778,"Dúplex en calle de Pere IV, El Poblenou, Barcelona",3,185.0,,475000,False,False,El Poblenou,Dúplex
779,"Piso en rambla de Prim, El Besòs, Barcelona",3,72.0,10.0,150000,True,True,El Besòs,Piso
780,"Piso en pedrell, La Font d'En Fargues, Barcelona",4,275.0,1.0,450000,True,True,La Font d'En Fargues,Piso
781,"Piso en calle de la Indústria, El Camp d'En Grassot i Gràcia Nova, Barcelona",2,62.0,7.0,350000,True,True,El Camp d'En Grassot i Gràcia Nova,Piso
782,"Chalet en calle d'Escipió, El Putxet i el Farró, Barcelona",4,178.0,,995000,False,False,El Putxet i el Farró,Chalet
783,"Piso en paseo de Manuel Girona, Sarrià, Barcelona",4,196.0,4.0,1150000,True,True,Sarrià,Piso
784,"Piso en calle de París, La Nova Esquerra de l'Eixample, Barcelona",4,115.0,,560000,True,False,La Nova Esquerra de l'Eixample,Piso
785,"Piso en calle de Calàbria, La Nova Esquerra de l'Eixample, Barcelona",4,94.0,4.0,389000,True,True,La Nova Esquerra de l'Eixample,Piso
786,"Piso en Sant Pere - Santa Caterina i la Ribera, Barcelona",3,122.0,4.0,665000,True,True,Sant Pere - Santa Caterina i la Ribera,Piso
787,"Piso en El Raval, Barcelona",3,49.0,4.0,147000,False,True,El Raval,Piso
788,"Piso en calle de Lepant, La Sagrada Família, Barcelona",4,70.0,6.0,255000,True,True,La Sagrada Família,Piso
789,"Piso en N-340, La Maternitat i Sant Ramon, Barcelona",3,64.0,2.0,260000,True,True,La Maternitat i Sant Ramon,Piso
790,"Piso en Passatge d'Alió, El Camp d'En Grassot i Gràcia Nova, Barcelona",2,56.0,5.0,312000,False,True,El Camp d'En Grassot i Gràcia Nova,Piso
791,"Piso en calle de Ginebra, La Barceloneta, Barcelona",2,82.0,,295000,True,False,La Barceloneta,Piso
792,"Piso en calle de Felip II, Navas, Barcelona",4,95.0,7.0,295000,True,True,Navas,Piso
793,"Piso en calle de Juan de Sada, Sants - Badal, Barcelona",1,41.0,,199000,False,False,Sants - Badal,Piso
794,"Piso en calle de Bosch i Gimpera, Pedralbes, Barcelona",5,309.0,4.0,2000000,True,True,Pedralbes,Piso
795,"Piso en Las Ramblas, Barcelona, El Gòtic, Barcelona",2,106.0,2.0,790000,True,True,El Gòtic,Piso
796,"Piso en calle de Josep Pla, Provençals del Poblenou, Barcelona",4,79.0,4.0,195000,True,True,Provençals del Poblenou,Piso
797,"Piso en rambla de Prim, El Besòs, Barcelona",3,72.0,10.0,150000,True,True,El Besòs,Piso
798,"Piso en REGENT MENDIETA, La Maternitat i Sant Ramon, Barcelona",3,85.0,1.0,265000,True,False,La Maternitat i Sant Ramon,Piso
799,"Piso en calle de Pallars, El Poblenou, Barcelona",3,70.0,1.0,249000,True,False,El Poblenou,Piso
800,"Piso en calle de Provença, La Nova Esquerra de l'Eixample, Barcelona",4,190.0,5.0,895000,True,True,La Nova Esquerra de l'Eixample,Piso
801,"Piso en travesía de Dalt, La Salut, Barcelona",4,89.0,8.0,315000,True,True,La Salut,Piso
802,"Piso en calle de Pujades, El Poblenou, Barcelona",4,90.0,6.0,380000,True,True,El Poblenou,Piso
803,"Piso en calle de Sardenya, El Parc i la Llacuna del Poblenou, Barcelona",4,64.0,5.0,195000,False,True,El Parc i la Llacuna del Poblenou,Piso
804,"Piso en calle de Sant Carles, La Barceloneta, Barcelona",2,39.0,,159900,True,False,La Barceloneta,Piso
805,"Piso en plaza de la Universidad, Sant Antoni, Barcelona",3,94.0,3.0,485000,True,True,Sant Antoni,Piso
806,"Piso en calle dels Banys Nous, El Gòtic, Barcelona",1,86.0,3.0,299000,False,True,El Gòtic,Piso
807,"Piso en paseo de Taulat, 179, El Poblenou, Barcelona",2,76.0,1.0,426000,True,True,El Poblenou,Piso
808,"Piso en calle Mallorca, L'Antiga Esquerra de l'Eixample, Barcelona",3,96.0,1.0,570000,True,True,L'Antiga Esquerra de l'Eixample,Piso
809,"Ático en El Gòtic, Barcelona",4,265.0,,1450000,True,False,El Gòtic,Ático
810,"Piso en Vila de Gràcia, Barcelona",1,110.0,,575000,False,False,Vila de Gràcia,Piso
811,"Piso en El Raval, Barcelona",1,52.0,2.0,200000,True,True,El Raval,Piso
812,"Ático en Sant Gervasi - Galvany, Barcelona",3,183.0,6.0,1790000,True,True,Sant Gervasi - Galvany,Ático
813,"Piso en La Dreta de l'Eixample, Barcelona",2,70.0,,795000,True,False,La Dreta de l'Eixample,Piso
814,"Ático en Pedralbes, Barcelona",5,334.0,,2650000,True,False,Pedralbes,Ático
815,"Piso en Vila de Gràcia, Barcelona",2,207.0,,750000,False,False,Vila de Gràcia,Piso
816,"Piso en La Dreta de l'Eixample, Barcelona",3,113.0,,430000,True,True,La Dreta de l'Eixample,Piso
817,"Dúplex en ronda de Sant Antoni, Sant Antoni, Barcelona",2,230.0,5.0,1295000,True,True,Sant Antoni,Dúplex
818,"Piso en Sant Gervasi - Galvany, Barcelona",5,270.0,3.0,1395000,True,True,Sant Gervasi - Galvany,Piso
819,"Piso en Vallvidrera - El Tibidabo i les Planes, Barcelona",4,128.0,3.0,649000,True,True,Vallvidrera - El Tibidabo i les Planes,Piso
820,"Piso en Sant Pere - Santa Caterina i la Ribera, Barcelona",3,144.0,,795000,True,False,Sant Pere - Santa Caterina i la Ribera,Piso
821,"Piso en La Dreta de l'Eixample, Barcelona",5,241.0,,2550000,True,False,La Dreta de l'Eixample,Piso
822,"Piso en Sant Gervasi - Galvany, Barcelona",3,113.0,5.0,750000,True,True,Sant Gervasi - Galvany,Piso
823,"Piso en Verdun, Verdun, Barcelona",3,60.0,2.0,149500,True,False,Verdun,Piso
824,"Estudio en paseo SAN JUAN, 102, La Dreta de l'Eixample, Barcelona",366,1.0,,1500000,False,False,La Dreta de l'Eixample,Estudio
825,"Piso en La Dreta de l'Eixample, Barcelona",4,179.0,2.0,765000,True,True,La Dreta de l'Eixample,Piso
826,"Piso en El Gòtic, Barcelona",2,92.0,1.0,392000,False,True,El Gòtic,Piso
827,"Piso en via Augusta, Sant Gervasi - Galvany, Barcelona",4,177.0,4.0,895000,True,True,Sant Gervasi - Galvany,Piso
828,"Piso en La Prosperitat, Barcelona",3,60.0,2.0,142000,False,True,La Prosperitat,Piso
829,"Piso en calle de Sant Roc, Hostafrancs, Barcelona",2,70.0,,162000,True,False,Hostafrancs,Piso
830,"Piso en calle del Comte Borrell, Sant Antoni, Barcelona",3,72.0,5.0,360000,True,True,Sant Antoni,Piso
831,"Piso en calle de Pau Claris, La Dreta de l'Eixample, Barcelona",8,630.0,1.0,2520000,True,True,La Dreta de l'Eixample,Piso
832,"Piso en calle Rocafort, La Nova Esquerra de l'Eixample, Barcelona",3,90.0,1.0,340000,True,True,La Nova Esquerra de l'Eixample,Piso
833,"Piso en calle de Salvà, 58, El Poble Sec - Parc de Montjuïc, Barcelona",2,70.0,3.0,345000,False,False,El Poble Sec - Parc de Montjuïc,Piso
834,"Piso en alberes, Vallvidrera - El Tibidabo i les Planes, Barcelona",4,124.0,2.0,590000,True,True,Vallvidrera - El Tibidabo i les Planes,Piso
835,"Piso en calle Guineueta, La Guineueta, Barcelona",3,56.0,2.0,129000,True,True,La Guineueta,Piso
836,"Piso en calle de Sepúlveda, Sant Antoni, Barcelona",3,80.0,2.0,355000,True,True,Sant Antoni,Piso
837,"Piso en calle de Sant Fructuós, La Font de la Guatlla, Barcelona",4,110.0,4.0,360000,True,True,La Font de la Guatlla,Piso
838,"Chalet adosado en calle de Besalú, El Camp de l'Arpa del Clot, Barcelona",4,170.0,,453000,False,False,El Camp de l'Arpa del Clot,Chalet
839,"Piso en avenida d'Elies Pagès, Sant Genís Dels Agudells - Montbau, Barcelona",3,83.0,1.0,159900,False,True,Sant Genís Dels Agudells - Montbau,Piso
840,"Ático en paseo Urrutia, La Guineueta, Barcelona",4,91.0,12.0,359900,True,True,La Guineueta,Ático
841,"Piso en calle de Marià Aguiló, El Poblenou, Barcelona",3,129.0,,470000,True,False,El Poblenou,Piso
842,"Piso en Navas, Barcelona",3,94.0,6.0,254900,True,True,Navas,Piso
843,"Piso en calle d'Aulèstia i Pijoan, Vila de Gràcia, Barcelona",3,83.0,,335000,True,True,Vila de Gràcia,Piso
844,"Piso en calle de Lepant, El Fort Pienc, Barcelona",3,112.0,7.0,530000,True,True,El Fort Pienc,Piso
845,"Piso en calle del Comandant Benítez, La Maternitat i Sant Ramon, Barcelona",4,72.0,5.0,255000,True,True,La Maternitat i Sant Ramon,Piso
846,"Piso en calle d'Aragó, La Dreta de l'Eixample, Barcelona",5,209.0,3.0,859000,True,True,La Dreta de l'Eixample,Piso
847,"Piso en calle de la Mare de Déu de Port, La Marina del Port, Barcelona",3,59.0,,178000,True,False,La Marina del Port,Piso
848,"Ático en calle de Balmes, Sant Gervasi - Galvany, Barcelona",5,188.0,4.0,880000,True,True,Sant Gervasi - Galvany,Ático
849,"Piso en Escorial, El Camp d'En Grassot i Gràcia Nova, Barcelona",4,90.0,1.0,349000,True,True,El Camp d'En Grassot i Gràcia Nova,Piso
850,"Piso en El Gòtic, Barcelona",5,161.0,1.0,690000,True,True,El Gòtic,Piso
851,"Ático en El Congrés i els Indians, Barcelona",3,76.0,4.0,299000,True,True,El Congrés i els Indians,Ático
852,"Piso en Provençals del Poblenou, Barcelona",4,79.0,4.0,195000,True,True,Provençals del Poblenou,Piso
853,"Piso en Pedralbes, Barcelona",5,269.0,2.0,1550000,True,True,Pedralbes,Piso
854,"Chalet en Sarrià, Barcelona",6,296.0,,1350000,False,False,Sarrià,Chalet
855,"Piso en El Raval, Barcelona",1,47.0,4.0,119000,False,False,El Raval,Piso
856,"Ático en Sarrià, Barcelona",4,230.0,6.0,2050000,True,True,Sarrià,Ático
857,"Chalet pareado en Pedralbes, Barcelona",4,185.0,,860000,False,False,Pedralbes,Chalet
858,"Piso en La Dreta de l'Eixample, Barcelona",3,150.0,3.0,1495000,True,True,La Dreta de l'Eixample,Piso
859,"Piso en La Sagrada Família, Barcelona",3,153.0,,790000,False,False,La Sagrada Família,Piso
860,"Piso en calle del Consell de Cent, La Dreta de l'Eixample, Barcelona",3,63.0,1.0,200000,True,True,La Dreta de l'Eixample,Piso
861,"Piso en calle Doctor Santponç, Sant Andreu, Barcelona",3,95.0,5.0,298000,True,True,Sant Andreu,Piso
862,"Piso en calle de la Diputació, El Fort Pienc, Barcelona",4,60.0,1.0,225000,True,False,El Fort Pienc,Piso
863,"Piso en El Gòtic, Barcelona",2,88.0,2.0,545000,True,True,El Gòtic,Piso
864,"Piso en calle de Josep Torres, 14, Vila de Gràcia, Barcelona",1,54.0,1.0,280000,True,True,Vila de Gràcia,Piso
865,"Piso en calle Navàs de Tolosa, El Clot, Barcelona",1,45.0,2.0,190000,True,True,El Clot,Piso
866,"Dúplex en Pedralbes, Barcelona",8,447.0,5.0,2500000,True,True,Pedralbes,Dúplex
867,"Piso en calle d'Aragó, L'Antiga Esquerra de l'Eixample, Barcelona",5,125.0,4.0,485000,True,True,L'Antiga Esquerra de l'Eixample,Piso
868,"Piso en Salvà, El Poble Sec - Parc de Montjuïc, Barcelona",3,60.0,,178000,False,False,El Poble Sec - Parc de Montjuïc,Piso
869,"Piso en calle de la Garrotxa, El Guinardó, Barcelona",2,65.0,2.0,169800,False,True,El Guinardó,Piso
870,"Piso en La Dreta de l'Eixample, Barcelona",3,179.0,6.0,1650000,True,True,La Dreta de l'Eixample,Piso
871,"Ático en Passatge de Vilaret, La Sagrada Família, Barcelona",3,100.0,2.0,320000,False,True,La Sagrada Família,Ático
872,"Piso en calle Padilla, La Sagrada Família, Barcelona",3,66.0,6.0,270000,True,True,La Sagrada Família,Piso
873,"Ático en calle Casals I Cubero, Verdun, Barcelona",3,68.0,4.0,147500,False,True,Verdun,Ático
874,"Piso en calle de Muntaner, L'Antiga Esquerra de l'Eixample, Barcelona",2,85.0,7.0,395000,True,True,L'Antiga Esquerra de l'Eixample,Piso
875,"Piso en calle Viladomat, Sant Antoni, Barcelona",4,99.0,6.0,433000,True,True,Sant Antoni,Piso
876,"Dúplex en El Fort Pienc, Barcelona",3,113.0,,765000,True,False,El Fort Pienc,Dúplex
877,"Dúplex en Pedralbes, Barcelona",8,447.0,5.0,2500000,True,True,Pedralbes,Dúplex
878,"Piso en La Nova Esquerra de l'Eixample, Barcelona",3,90.0,3.0,440000,True,False,La Nova Esquerra de l'Eixample,Piso
879,"Piso en calle de Roger de Flor, El Camp d'En Grassot i Gràcia Nova, Barcelona",2,75.0,1.0,345000,True,True,El Camp d'En Grassot i Gràcia Nova,Piso
880,"Piso en GABRIEL Y GALAN, El Clot, Barcelona",5,120.0,1.0,375000,True,True,El Clot,Piso
881,"Piso en Sant Gervasi - La Bonanova, Barcelona",1,58.0,1.0,260000,False,True,Sant Gervasi - La Bonanova,Piso
882,"Piso en L'Antiga Esquerra de l'Eixample, Barcelona",2,80.0,1.0,740000,True,True,L'Antiga Esquerra de l'Eixample,Piso
883,"Casa o chalet independiente en Sant Gervasi - La Bonanova, Barcelona",13,491.0,,3500000,False,False,Sant Gervasi - La Bonanova,Casa
884,"Piso en Sant Gervasi - La Bonanova, Barcelona",5,181.0,4.0,795000,True,True,Sant Gervasi - La Bonanova,Piso
885,"Piso en calle de Rubió i Ors, 8, El Guinardó, Barcelona",4,89.0,1.0,259500,True,True,El Guinardó,Piso
886,"Piso en paseo de Taulat, 179, El Poblenou, Barcelona",3,96.0,2.0,473500,True,True,El Poblenou,Piso
887,"Piso en Sant Gervasi - Galvany, Barcelona",4,205.0,5.0,1380000,True,True,Sant Gervasi - Galvany,Piso
888,"Piso en LLORET DE MAR, Horta, Barcelona",3,65.0,2.0,170000,False,True,Horta,Piso
889,"Piso en calle del Guadiana, Sants, Barcelona",3,68.0,3.0,249000,True,True,Sants,Piso
890,"Piso en calle d'Amigó, Sant Gervasi - Galvany, Barcelona",5,200.0,5.0,999000,True,True,Sant Gervasi - Galvany,Piso
891,"Piso en calle del Consell de Cent, El Fort Pienc, Barcelona",2,59.0,,338000,True,False,El Fort Pienc,Piso
892,"Ático en calle de Vilafranca, Vila de Gràcia, Barcelona",2,58.0,2.0,288000,False,True,Vila de Gràcia,Ático
893,"Ático en calle de Jaume I, El Gòtic, Barcelona",2,65.0,5.0,330000,True,True,El Gòtic,Ático
894,"Piso en calle de Pere IV, El Parc i la Llacuna del Poblenou, Barcelona",2,50.0,,229000,True,True,El Parc i la Llacuna del Poblenou,Piso
895,"Piso en calle de Berenguer de Palou, La Sagrera, Barcelona",3,55.0,,138000,True,False,La Sagrera,Piso
896,"Piso en La Vall d'Hebron - La Clota, Barcelona",2,80.0,8.0,299000,True,True,La Vall d'Hebron - La Clota,Piso
897,"Piso en El Putxet i el Farró, Barcelona",2,87.0,1.0,600000,True,True,El Putxet i el Farró,Piso
898,"Piso en calle del Doctor Trueta, El Poblenou, Barcelona",1,56.0,1.0,220000,False,True,El Poblenou,Piso
899,"Piso en calle Mallorca, La Nova Esquerra de l'Eixample, Barcelona",4,100.0,2.0,350000,True,True,La Nova Esquerra de l'Eixample,Piso
900,"Piso en Les Roquetes, Barcelona",2,67.0,,70500,False,False,Les Roquetes,Piso
901,"Piso en El Camp de l'Arpa del Clot, Barcelona",1,55.0,3.0,235000,True,True,El Camp de l'Arpa del Clot,Piso
902,"Piso en Sant Pere - Santa Caterina i la Ribera, Barcelona",5,162.0,2.0,495000,False,True,Sant Pere - Santa Caterina i la Ribera,Piso
903,"Piso en Pedralbes, Barcelona",5,212.0,4.0,1595000,True,True,Pedralbes,Piso
904,"Piso en La Sagrera, Barcelona",3,57.0,5.0,165000,True,True,La Sagrera,Piso
905,"Casa o chalet independiente en Sarrià, Barcelona",6,516.0,,3750000,False,False,Sarrià,Casa
906,"Piso en El Camp de l'Arpa del Clot, Barcelona",3,58.0,4.0,180000,False,True,El Camp de l'Arpa del Clot,Piso
907,"Piso en El Parc i la Llacuna del Poblenou, Barcelona",1,64.0,1.0,400000,True,True,El Parc i la Llacuna del Poblenou,Piso
908,"Piso en El Parc i la Llacuna del Poblenou, Barcelona",1,65.0,1.0,400000,True,True,El Parc i la Llacuna del Poblenou,Piso
909,"Piso en El Poblenou, Barcelona",4,133.0,4.0,990000,True,True,El Poblenou,Piso
910,"Piso en La Sagrada Família, Barcelona",3,82.0,3.0,545000,True,False,La Sagrada Família,Piso
911,"Piso en Av. Meridiana, La Sagrera, Barcelona",3,82.0,3.0,229000,True,True,La Sagrera,Piso
912,"Ático en El Gòtic, Barcelona",3,112.0,5.0,790000,True,True,El Gòtic,Ático
913,"Piso en L'Antiga Esquerra de l'Eixample, Barcelona",3,135.0,2.0,639000,True,True,L'Antiga Esquerra de l'Eixample,Piso
914,"Dúplex en El Putxet i el Farró, Barcelona",3,190.0,,890000,True,False,El Putxet i el Farró,Dúplex
915,"Piso en Verdun, Barcelona",3,60.0,2.0,149500,True,False,Verdun,Piso
916,"Piso en calle de Bonsoms, Sants - Badal, Barcelona",2,70.0,1.0,259000,True,True,Sants - Badal,Piso
917,"Piso en calle de la Residència, Sant Andreu, Barcelona",3,61.0,2.0,185000,True,True,Sant Andreu,Piso
918,"Piso en calle de la Torre dels Pardals, El Guinardó, Barcelona",2,76.0,,213000,False,False,El Guinardó,Piso
919,"Piso en calle dels Salvador, El Raval, Barcelona",2,42.0,2.0,118000,False,True,El Raval,Piso
920,"Piso en Gran Via de les Corts Catalanes, Sant Martí de Provençals, Barcelona",3,75.0,,209000,True,True,Sant Martí de Provençals,Piso
921,"Piso en calle dels Àngels, El Raval, Barcelona",3,75.0,2.0,299000,True,True,El Raval,Piso
922,"Piso en Travessera de Dalt, 97, La Salut, Barcelona",3,106.0,,536500,False,False,La Salut,Piso
923,"Piso en Enric Granados, L'Antiga Esquerra de l'Eixample, Barcelona",4,159.0,4.0,800000,True,True,L'Antiga Esquerra de l'Eixample,Piso
924,"Piso en Sants, Sants, Barcelona",3,93.0,3.0,300000,True,True,Sants,Piso
925,"Estudio en Provençals del Poblenou, Barcelona",62,2.0,,210000,False,False,Provençals del Poblenou,Estudio
926,"Piso en calle de la Indústria, El Camp de l'Arpa del Clot, Barcelona",1,56.0,6.0,210000,True,True,El Camp de l'Arpa del Clot,Piso
927,"Piso en calle de la Garrotxa, El Guinardó, Barcelona",3,65.0,2.0,169800,False,False,El Guinardó,Piso
928,"Piso en Les Tres Torres, Barcelona",5,215.0,2.0,930000,True,True,Les Tres Torres,Piso
929,"Piso en calle de l'Argenter, Sant Pere - Santa Caterina i la Ribera, Barcelona",3,73.0,1.0,259000,False,True,Sant Pere - Santa Caterina i la Ribera,Piso
930,"Piso en El Poble Sec - Parc de Montjuïc, Barcelona",3,68.0,3.0,162000,False,True,El Poble Sec - Parc de Montjuïc,Piso
931,"Piso en Horta, Barcelona",3,71.0,,185000,False,False,Horta,Piso
932,"Piso en La Nova Esquerra de l'Eixample, Barcelona",4,140.0,6.0,630000,True,True,La Nova Esquerra de l'Eixample,Piso
933,"Piso en calle de Lope de Vega, El Poblenou, Barcelona",3,70.0,6.0,321500,True,True,El Poblenou,Piso
934,"Piso en La Dreta de l'Eixample, Barcelona",3,90.0,1.0,499000,True,True,La Dreta de l'Eixample,Piso
935,"Piso en La Marina del Port, Barcelona",3,64.0,1.0,220000,True,True,La Marina del Port,Piso
936,"Ático en El Gòtic, Barcelona",1,58.0,3.0,370000,True,True,El Gòtic,Ático
