,info,habs,m2,floor,price,elevator,exterior,neigh,type
496,"Ático en Les Tres Torres, Barcelona",3,164.0,,1350000,True,False,Les Tres Torres,Ático
497,"Piso en Les Corts, Barcelona",2,72.0,2.0,495000,True,True,Les Corts,Piso
498,"Casa o chalet independiente en Vallvidrera - El Tibidabo i les Planes, Barcelona",5,422.0,,855000,False,False,Vallvidrera - El Tibidabo i les Planes,Casa
499,"Piso en calle de Pau Claris, La Dreta de l'Eixample, Barcelona",3,265.0,1.0,2300000,True,True,La Dreta de l'Eixample,Piso
500,"Piso en calle de Sant Pere Més Alt, Sant Pere - Santa Caterina i la Ribera, Barcelona",3,81.0,2.0,318000,False,False,Sant Pere - Santa Caterina i la Ribera,Piso
501,"Piso en AV MERIDIANA, La Sagrera, Barcelona",3,75.0,3.0,249900,True,True,La Sagrera,Piso
502,"Casa o chalet independiente en Passatge de Montornès, Vallcarca i els Penitents, Barcelona",7,391.0,,1050000,False,False,Vallcarca i els Penitents,Casa
503,"Dúplex en reina victoria, Sant Gervasi - Galvany, Barcelona",4,245.0,1.0,1350000,True,True,Sant Gervasi - Galvany,Dúplex
504,"Piso en calle Padilla, La Sagrada Família, Barcelona",3,66.0,6.0,270000,True,True,La Sagrada Família,Piso
505,"Ático en calle de París, L'Antiga Esquerra de l'Eixample, Barcelona",3,230.0,8.0,1300000,True,True,L'Antiga Esquerra de l'Eixample,Ático
506,"Piso en calle del Capità Arenas, Pedralbes, Barcelona",2,63.0,6.0,450000,True,True,Pedralbes,Piso
507,"Piso en calle de Sardenya, La Sagrada Família, Barcelona",3,125.0,3.0,460000,True,True,La Sagrada Família,Piso
508,"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",3,129.0,2.0,599000,True,True,La Dreta de l'Eixample,Piso
509,"Ático en calle del Pare Laínez, El Camp d'En Grassot i Gràcia Nova, Barcelona",3,83.0,4.0,420000,True,True,El Camp d'En Grassot i Gràcia Nova,Ático
510,"Casa o chalet independiente en Angel Guimera, Les Tres Torres, Barcelona",5,340.0,,2650000,False,False,Les Tres Torres,Casa
511,"Piso en Av paseo de gracia, La Dreta de l'Eixample, Barcelona",7,228.0,2.0,2200000,True,True,La Dreta de l'Eixample,Piso
512,"Piso en calle del Clot, El Clot, Barcelona",3,58.0,3.0,245000,True,True,El Clot,Piso
513,"Piso en magdalenas, El Gòtic, Barcelona",1,102.0,2.0,386000,False,True,El Gòtic,Piso
514,"Piso en EDUARD TUBAU, Porta, Barcelona",3,72.0,2.0,179500,False,True,Porta,Piso
515,"Piso en calle de París, La Nova Esquerra de l'Eixample, Barcelona",4,115.0,4.0,560000,True,True,La Nova Esquerra de l'Eixample,Piso
516,"Piso en via Augusta, Sant Gervasi - Galvany, Barcelona",5,288.0,4.0,1650000,True,True,Sant Gervasi - Galvany,Piso
517,"Piso en Gran Via de les Corts Catalanes, Provençals del Poblenou, Barcelona",3,73.0,1.0,218000,True,True,Provençals del Poblenou,Piso
518,"Piso en avenida Meridiana, Sant Andreu, Barcelona",3,64.0,3.0,186000,True,True,Sant Andreu,Piso
519,"Piso en via augusta, Sant Gervasi - Galvany, Barcelona",4,177.0,4.0,997000,True,True,Sant Gervasi - Galvany,Piso
520,"Ático en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",3,200.0,5.0,2100000,True,True,La Dreta de l'Eixample,Ático
521,"Piso en Blasco de Garay, El Poble Sec - Parc de Montjuïc, Barcelona",1,51.0,2.0,245000,False,True,El Poble Sec - Parc de Montjuïc,Piso
522,"Piso en calle Vallespir, Les Corts, Barcelona",3,85.0,,320000,True,False,Les Corts,Piso
523,"Piso en calle de Martínez de la Rosa, Vila de Gràcia, Barcelona",4,72.0,2.0,230000,False,True,Vila de Gràcia,Piso
524,"Piso en Diagonal Mar i el Front Marítim del Poblenou, Barcelona",3,83.0,4.0,315000,True,True,Diagonal Mar i el Front Marítim del Poblenou,Piso
525,"Piso en El Coll, Barcelona",1,34.0,2.0,134000,True,True,El Coll,Piso
526,"Ático en calle de Girona, La Dreta de l'Eixample, Barcelona",3,95.0,6.0,860000,True,True,La Dreta de l'Eixample,Ático
527,"Piso en La Dreta de l'Eixample, Barcelona",3,150.0,,1495000,True,False,La Dreta de l'Eixample,Piso
528,"Piso en L'Antiga Esquerra de l'Eixample, Barcelona",3,123.0,,665000,False,False,L'Antiga Esquerra de l'Eixample,Piso
529,"Piso en calle d'Aragó, L'Antiga Esquerra de l'Eixample, Barcelona",3,90.0,2.0,325000,True,True,L'Antiga Esquerra de l'Eixample,Piso
530,"Piso en calle d'En Roig, El Raval, Barcelona",3,52.0,2.0,160000,True,True,El Raval,Piso
531,"Ático en La Dreta de l'Eixample, Barcelona",2,75.0,,655000,True,False,La Dreta de l'Eixample,Ático
532,"Piso en calle tuset, 13, Sant Gervasi - Galvany, Barcelona",3,118.0,2.0,921000,True,True,Sant Gervasi - Galvany,Piso
533,"Piso en calle tuset, 13, Sant Gervasi - Galvany, Barcelona",3,90.0,1.0,695000,True,True,Sant Gervasi - Galvany,Piso
534,"Piso en calle tuset, 13, Sant Gervasi - Galvany, Barcelona",2,87.0,2.0,725000,True,True,Sant Gervasi - Galvany,Piso
535,"Piso en calle de la Formatgeria, s/n, Sant Pere - Santa Caterina i la Ribera, Barcelona",2,55.0,3.0,190000,False,True,Sant Pere - Santa Caterina i la Ribera,Piso
536,"Piso en Hostafrancs, Barcelona",2,69.0,1.0,335000,True,False,Hostafrancs,Piso
537,"Piso en sant climent, El Raval, Barcelona",1,38.0,4.0,139000,False,True,El Raval,Piso
538,"Piso en Sant Gervasi - Galvany, Barcelona",3,142.0,5.0,800000,True,True,Sant Gervasi - Galvany,Piso
539,"Piso en calle de Carreras i Candi, Sants - Badal, Barcelona",3,75.0,2.0,259000,True,True,Sants - Badal,Piso
540,"Piso en El Fort Pienc, Barcelona",3,85.0,5.0,475000,True,True,El Fort Pienc,Piso
541,"Piso en Sant Gervasi - Galvany, Barcelona",4,145.0,2.0,850000,True,True,Sant Gervasi - Galvany,Piso
542,"Estudio en calle d'Anníbal, 25, El Poble Sec - Parc de Montjuïc, Barcelona",30,,,119000,False,False,El Poble Sec - Parc de Montjuïc,Estudio
543,"Piso en via Augusta, 78, Vila de Gràcia, Barcelona",3,91.0,5.0,389000,True,True,Vila de Gràcia,Piso
544,"Piso en El Camp d'En Grassot i Gràcia Nova, Barcelona",2,170.0,1.0,630000,True,False,El Camp d'En Grassot i Gràcia Nova,Piso
545,"Piso en Sants, Barcelona",3,77.0,2.0,245000,False,True,Sants,Piso
546,"Piso en El Raval, Barcelona",2,120.0,1.0,395000,True,False,El Raval,Piso
547,"Piso en La Dreta de l'Eixample, Barcelona",3,158.0,3.0,998000,True,False,La Dreta de l'Eixample,Piso
548,"Piso en El Putxet i el Farró, Barcelona",6,257.0,6.0,1250000,True,False,El Putxet i el Farró,Piso
549,"Piso en El Poble Sec - Parc de Montjuïc, Barcelona",5,222.0,,870000,False,False,El Poble Sec - Parc de Montjuïc,Piso
550,"Piso en La Dreta de l'Eixample, Barcelona",9,256.0,5.0,950000,True,False,La Dreta de l'Eixample,Piso
551,"Piso en La Dreta de l'Eixample, Barcelona",4,145.0,4.0,1050000,True,False,La Dreta de l'Eixample,Piso
552,"Casa o chalet independiente en Les Tres Torres, Barcelona",4,335.0,,1490000,False,False,Les Tres Torres,Casa
553,"Piso en El Clot, Barcelona",3,128.0,,535000,False,False,El Clot,Piso
554,"Piso en La Nova Esquerra de l'Eixample, Barcelona",2,79.0,4.0,489000,True,False,La Nova Esquerra de l'Eixample,Piso
555,"Casa o chalet independiente en Vallvidrera - El Tibidabo i les Planes, Barcelona",4,304.0,,675000,False,False,Vallvidrera - El Tibidabo i les Planes,Casa
556,"Ático en Sant Gervasi - Galvany, Barcelona",4,185.0,8.0,1190000,True,False,Sant Gervasi - Galvany,Ático
557,"Piso en La Nova Esquerra de l'Eixample, Barcelona",1,60.0,,235000,True,False,La Nova Esquerra de l'Eixample,Piso
558,"Piso en El Raval, Barcelona",5,211.0,1.0,790000,False,False,El Raval,Piso
559,"Piso en El Raval, Barcelona",1,60.0,3.0,185000,False,False,El Raval,Piso
560,"Piso en paseo de Taulat, 179, El Poblenou, Barcelona",2,81.0,2.0,411000,True,True,El Poblenou,Piso
561,"Piso en Sant Gervasi - La Bonanova, Barcelona",4,135.0,6.0,595000,True,False,Sant Gervasi - La Bonanova,Piso
562,"Piso en L'Antiga Esquerra de l'Eixample, Barcelona",1,45.0,1.0,395000,True,False,L'Antiga Esquerra de l'Eixample,Piso
563,"Chalet adosado en La Salut, Barcelona",3,111.0,,430000,False,False,La Salut,Chalet
564,"Piso en La Vila Olímpica del Poblenou, Barcelona",2,102.0,,535000,True,False,La Vila Olímpica del Poblenou,Piso
565,"Chalet adosado en Vila de Gràcia, Barcelona",3,186.0,,795000,False,False,Vila de Gràcia,Chalet
566,"Piso en La Dreta de l'Eixample, Barcelona",2,116.0,4.0,465000,False,False,La Dreta de l'Eixample,Piso
567,"Piso en La Barceloneta, Barcelona",3,60.0,1.0,269000,True,False,La Barceloneta,Piso
568,"Piso en Sant Pere - Santa Caterina i la Ribera, Barcelona",2,103.0,,345000,False,False,Sant Pere - Santa Caterina i la Ribera,Piso
569,"Piso en Horta, Barcelona",3,158.0,,425000,False,False,Horta,Piso
570,"Piso en Pedralbes, Barcelona",3,73.0,9.0,435000,True,False,Pedralbes,Piso
571,"Piso en Vila de Gràcia, Barcelona",2,66.0,2.0,295000,False,False,Vila de Gràcia,Piso
572,"Chalet adosado en Sant Gervasi - Galvany, Barcelona",6,565.0,,2900000,False,False,Sant Gervasi - Galvany,Chalet
573,"Piso en Pedralbes, Barcelona",6,289.0,5.0,1800000,True,False,Pedralbes,Piso
574,"Piso en El Camp d'En Grassot i Gràcia Nova, Barcelona",2,76.0,1.0,305000,True,False,El Camp d'En Grassot i Gràcia Nova,Piso
575,"Casa o chalet independiente en Vallcarca i els Penitents, Barcelona",5,222.0,,975000,False,False,Vallcarca i els Penitents,Casa
576,"Piso en avenida Diagonal, Les Corts, Barcelona",4,95.0,8.0,570000,True,True,Les Corts,Piso
577,"Piso en calle de Pau Alsina, El Camp d'En Grassot i Gràcia Nova, Barcelona",3,63.0,2.0,230000,True,True,El Camp d'En Grassot i Gràcia Nova,Piso
578,"Piso en calle del Rosselló, La Nova Esquerra de l'Eixample, Barcelona",3,90.0,6.0,329000,True,True,La Nova Esquerra de l'Eixample,Piso
579,"Piso en La Dreta de l'Eixample, Barcelona",3,117.0,3.0,595000,True,False,La Dreta de l'Eixample,Piso
580,"Piso en rambla del Raval, El Raval, Barcelona",1,35.0,1.0,119000,False,False,El Raval,Piso
581,"Piso en paseo de Colom, El Gòtic, Barcelona",3,144.0,1.0,650000,True,True,El Gòtic,Piso
582,"Piso en avenida de la Granvia, La Bordeta, Barcelona",3,106.0,6.0,299000,True,True,La Bordeta,Piso
583,"Piso en avenida Diagonal, La Dreta de l'Eixample, Barcelona",2,92.0,1.0,399000,True,True,La Dreta de l'Eixample,Piso
584,"Piso en calle del Radi, La Marina del Port, Barcelona",3,93.0,6.0,299000,True,True,La Marina del Port,Piso
585,"Piso en calle del Poeta Cabanyes, El Poble Sec - Parc de Montjuïc, Barcelona",1,57.0,2.0,268000,False,True,El Poble Sec - Parc de Montjuïc,Piso
586,"Piso en Verdun, Barcelona",3,60.0,2.0,149500,True,False,Verdun,Piso
587,"Ático en HARMONIA, Sant Genís Dels Agudells - Montbau, Barcelona",3,66.0,14.0,199900,True,True,Sant Genís Dels Agudells - Montbau,Ático
588,"Piso en El Congrés i els Indians, Barcelona",3,62.0,2.0,220000,True,True,El Congrés i els Indians,Piso
589,"Piso en Sant Gervasi - La Bonanova, Barcelona",3,139.0,,1450000,True,False,Sant Gervasi - La Bonanova,Piso
590,"Piso en calle de Palaudàries, El Poble Sec - Parc de Montjuïc, Barcelona",3,74.0,4.0,279900,True,True,El Poble Sec - Parc de Montjuïc,Piso
591,"Piso en travesía de les Corts, Les Corts, Barcelona",3,94.0,6.0,479000,True,True,Les Corts,Piso
592,"Piso en calle de Teodora Lamadrid, Sant Gervasi - La Bonanova, Barcelona",2,130.0,,349000,False,False,Sant Gervasi - La Bonanova,Piso
593,"Piso en calle del Consell de Cent, L'Antiga Esquerra de l'Eixample, Barcelona",5,121.0,1.0,550000,True,False,L'Antiga Esquerra de l'Eixample,Piso
594,"Piso en calle d'Aragó, L'Antiga Esquerra de l'Eixample, Barcelona",3,113.0,3.0,350000,True,True,L'Antiga Esquerra de l'Eixample,Piso
595,"Piso en calle de Sicília, El Fort Pienc, Barcelona",3,92.0,,469000,True,False,El Fort Pienc,Piso
596,"Piso en calle del Putget, El Putxet i el Farró, Barcelona",5,149.0,1.0,495000,True,True,El Putxet i el Farró,Piso
597,"Piso en calle d'Aragó, La Nova Esquerra de l'Eixample, Barcelona",3,99.0,6.0,360000,True,True,La Nova Esquerra de l'Eixample,Piso
598,"Piso en calle de Pujades, El Poblenou, Barcelona",3,80.0,6.0,365000,True,True,El Poblenou,Piso
599,"Piso en plaza de Joaquim Xirau i Palau, El Gòtic, Barcelona",3,65.0,1.0,250000,True,True,El Gòtic,Piso
600,"Dúplex en calle de Sor Eulàlia d'Anzizu, Pedralbes, Barcelona",5,279.0,2.0,1550000,True,True,Pedralbes,Dúplex
601,"Piso en calle de Provença, La Dreta de l'Eixample, Barcelona",3,180.0,4.0,895000,True,True,La Dreta de l'Eixample,Piso
602,"Piso en calle Major de Sarrià, Sarrià, Barcelona",4,120.0,2.0,760000,False,True,Sarrià,Piso
603,"Piso en calle de la Reina Victòria, Sant Gervasi - Galvany, Barcelona",3,264.0,2.0,1450000,True,True,Sant Gervasi - Galvany,Piso
604,"Piso en calle del Forn de la Fonda, Sant Pere - Santa Caterina i la Ribera, Barcelona",2,94.0,2.0,319000,False,True,Sant Pere - Santa Caterina i la Ribera,Piso
605,"Chalet en avenida del Tibidabo, Sant Gervasi - La Bonanova, Barcelona",11,773.0,,5700000,False,False,Sant Gervasi - La Bonanova,Chalet
606,"Piso en calle de Rocafort, Sant Antoni, Barcelona",3,94.0,4.0,448000,True,True,Sant Antoni,Piso
607,"Piso en calle dels Mercaders, Sant Pere - Santa Caterina i la Ribera, Barcelona",3,144.0,2.0,599000,True,True,Sant Pere - Santa Caterina i la Ribera,Piso
608,"Piso en calle de la Diputació, L'Antiga Esquerra de l'Eixample, Barcelona",2,121.0,2.0,485000,True,True,L'Antiga Esquerra de l'Eixample,Piso
609,"Piso en calle del Rosselló, La Nova Esquerra de l'Eixample, Barcelona",3,88.0,1.0,400000,True,True,La Nova Esquerra de l'Eixample,Piso
610,"Piso en calle del Consell de Cent, La Dreta de l'Eixample, Barcelona",4,109.0,4.0,570000,True,True,La Dreta de l'Eixample,Piso
611,"Piso en calle de València, L'Antiga Esquerra de l'Eixample, Barcelona",2,150.0,1.0,1100000,True,True,L'Antiga Esquerra de l'Eixample,Piso
612,"Piso en calle de València, L'Antiga Esquerra de l'Eixample, Barcelona",2,157.0,1.0,1100000,True,True,L'Antiga Esquerra de l'Eixample,Piso
613,"Piso en calle de la Diputació, La Nova Esquerra de l'Eixample, Barcelona",3,110.0,1.0,598000,True,True,La Nova Esquerra de l'Eixample,Piso
614,"Ático en calle de Ganduxer, Sant Gervasi - La Bonanova, Barcelona",2,200.0,7.0,1780000,True,True,Sant Gervasi - La Bonanova,Ático
615,"Piso en calle Sarrià- La Bonanova, Sant Gervasi - La Bonanova, Barcelona",2,138.0,,349000,False,False,Sant Gervasi - La Bonanova,Piso
616,"Piso en avenida del Portal de l'Àngel, El Gòtic, Barcelona",10,485.0,3.0,1900000,True,True,El Gòtic,Piso
617,"Piso en La Sagrada Família, Barcelona",3,82.0,,545000,True,False,La Sagrada Família,Piso
618,"Piso en via Layetana, Sant Pere - Santa Caterina i la Ribera, Barcelona",3,131.0,1.0,970000,True,True,Sant Pere - Santa Caterina i la Ribera,Piso
619,"Piso en calle de Ribes, El Fort Pienc, Barcelona",4,150.0,1.0,695000,True,True,El Fort Pienc,Piso
620,"Piso en MARE DE DEU DE PORT, La Marina del Port, Barcelona",3,94.0,1.0,239000,True,True,La Marina del Port,Piso
621,"Piso en CAVALLERS, Pedralbes, Barcelona",5,257.0,2.0,2995000,True,True,Pedralbes,Piso
622,"Piso en Cardona, El Raval, Barcelona",2,56.0,3.0,200000,False,False,El Raval,Piso
623,"Piso en Salva, El Poble Sec - Parc de Montjuïc, Barcelona",3,62.0,1.0,198000,True,True,El Poble Sec - Parc de Montjuïc,Piso
624,"Piso en calle de Villarroel, L'Antiga Esquerra de l'Eixample, Barcelona",3,180.0,2.0,530000,True,True,L'Antiga Esquerra de l'Eixample,Piso
625,"Piso en Les Tres Torres, Barcelona",5,200.0,,1380000,True,False,Les Tres Torres,Piso
626,"Piso en BONSOMS, 24, Sants - Badal, Barcelona",3,61.0,4.0,175000,True,True,Sants - Badal,Piso
627,"Piso en Sant Pere - Santa Caterina i la Ribera, Barcelona",5,152.0,5.0,665000,True,True,Sant Pere - Santa Caterina i la Ribera,Piso
628,"Piso en La Nova Esquerra de l'Eixample, Barcelona",6,149.0,1.0,575000,True,True,La Nova Esquerra de l'Eixample,Piso
629,"Ático en calle d'Amigó, Sant Gervasi - Galvany, Barcelona",3,102.0,7.0,695000,True,True,Sant Gervasi - Galvany,Ático
630,"Piso en Sant Gervasi - Galvany, Barcelona",4,155.0,6.0,1100000,True,True,Sant Gervasi - Galvany,Piso
631,"Piso en Sant Gervasi - Galvany, Barcelona",4,148.0,,850000,True,False,Sant Gervasi - Galvany,Piso
632,"Piso en La Dreta de l'Eixample, Barcelona",5,197.0,,1430000,True,False,La Dreta de l'Eixample,Piso
633,"Chalet en Pedralbes, Barcelona",5,660.0,,6900000,False,False,Pedralbes,Chalet
634,"Chalet en Sant Gervasi - La Bonanova, Barcelona",7,488.0,,2600000,False,False,Sant Gervasi - La Bonanova,Chalet
635,"Piso en El Raval, Barcelona",4,184.0,,850000,True,False,El Raval,Piso
636,"Piso en La Dreta de l'Eixample, Barcelona",3,162.0,,1550000,True,False,La Dreta de l'Eixample,Piso
637,"Piso en L'Antiga Esquerra de l'Eixample, Barcelona",3,132.0,,890000,False,False,L'Antiga Esquerra de l'Eixample,Piso
638,"Piso en La Dreta de l'Eixample, Barcelona",4,105.0,,740000,True,False,La Dreta de l'Eixample,Piso
639,"Piso en La Nova Esquerra de l'Eixample, Barcelona",4,186.0,,895000,True,False,La Nova Esquerra de l'Eixample,Piso
640,"Ático en Sant Gervasi - Galvany, Barcelona",5,200.0,,1475000,True,False,Sant Gervasi - Galvany,Ático
641,"Chalet en Sarrià, Barcelona",5,310.0,,1590000,False,False,Sarrià,Chalet
642,"Piso en La Dreta de l'Eixample, Barcelona",3,82.0,,650000,True,False,La Dreta de l'Eixample,Piso
643,"Ático en El Poblenou, Barcelona",2,134.0,14.0,1900000,True,True,El Poblenou,Ático
644,"Piso en Pedralbes, Barcelona",5,274.0,,2000000,True,False,Pedralbes,Piso
645,"Piso en Diagonal Mar i el Front Marítim del Poblenou, Barcelona",4,130.0,19.0,1950000,True,False,Diagonal Mar i el Front Marítim del Poblenou,Piso
646,"Piso en Pedralbes, Barcelona",5,212.0,3.0,1595000,True,True,Pedralbes,Piso
647,"Piso en L'Antiga Esquerra de l'Eixample, Barcelona",4,130.0,,895000,True,False,L'Antiga Esquerra de l'Eixample,Piso
648,"Ático en La Nova Esquerra de l'Eixample, Barcelona",3,125.0,,1100000,True,False,La Nova Esquerra de l'Eixample,Ático
649,"Piso en calle Balmes, 262, Sant Gervasi - Galvany, Barcelona",1,51.0,1.0,403000,True,True,Sant Gervasi - Galvany,Piso
650,"Piso en calle Sancho de Ávila, 41, El Parc i la Llacuna del Poblenou, Barcelona",1,89.0,,577500,True,False,El Parc i la Llacuna del Poblenou,Piso
651,"Ático en calle Sancho de Ávila, 41, El Parc i la Llacuna del Poblenou, Barcelona",1,95.0,2.0,617000,True,True,El Parc i la Llacuna del Poblenou,Ático
652,"Piso en calle Sancho de Ávila, 41, El Parc i la Llacuna del Poblenou, Barcelona",1,63.0,1.0,378500,True,True,El Parc i la Llacuna del Poblenou,Piso
653,"Chalet en Sarrià, Barcelona",3,256.0,,2300000,False,False,Sarrià,Chalet
654,"Piso en La Dreta de l'Eixample, Barcelona",4,135.0,,890000,True,False,La Dreta de l'Eixample,Piso
655,"Piso en Pedralbes, Barcelona",5,234.0,,1850000,True,False,Pedralbes,Piso
656,"Piso en Sant Gervasi - La Bonanova, Barcelona",3,129.0,,1290000,True,False,Sant Gervasi - La Bonanova,Piso
657,"Piso en El Gòtic, Barcelona",4,222.0,5.0,1690000,False,True,El Gòtic,Piso
658,"Piso en Pedralbes, Barcelona",5,178.0,1.0,1220000,True,True,Pedralbes,Piso
659,"Piso en El Putxet i el Farró, Barcelona",5,213.0,,1090000,True,False,El Putxet i el Farró,Piso
660,"Chalet en Sant Gervasi - La Bonanova, Barcelona",7,730.0,,4500000,False,False,Sant Gervasi - La Bonanova,Chalet
661,"Chalet en Sant Gervasi - La Bonanova, Barcelona",4,284.0,,1950000,False,False,Sant Gervasi - La Bonanova,Chalet
662,"Ático en Sant Gervasi - Galvany, Barcelona",4,185.0,5.0,1190000,True,True,Sant Gervasi - Galvany,Ático
663,"Chalet en Sarrià, Barcelona",6,512.0,,3900000,False,False,Sarrià,Chalet
664,"Ático en La Dreta de l'Eixample, Barcelona",3,144.0,,1495000,True,False,La Dreta de l'Eixample,Ático
665,"Piso en calle del Consell de Cent, La Nova Esquerra de l'Eixample, Barcelona",4,126.0,3.0,470000,True,False,La Nova Esquerra de l'Eixample,Piso
666,"Piso en La Dreta de l'Eixample, Barcelona",2,116.0,,1000000,True,False,La Dreta de l'Eixample,Piso
667,"Piso en Diagonal Mar i el Front Marítim del Poblenou, Barcelona",4,175.0,,1375000,True,False,Diagonal Mar i el Front Marítim del Poblenou,Piso
668,"Ático en La Dreta de l'Eixample, Barcelona",3,209.0,,1995000,False,False,La Dreta de l'Eixample,Ático
669,"Ático en El Fort Pienc, Barcelona",4,113.0,,699000,True,False,El Fort Pienc,Ático
670,"Piso en calle de Josep Torres, 14, Vila de Gràcia, Barcelona",2,192.0,,622000,True,False,Vila de Gràcia,Piso
671,"Piso en calle de Josep Torres, 14, Vila de Gràcia, Barcelona",1,52.0,1.0,315000,True,True,Vila de Gràcia,Piso
672,"Ático en calle dels Comtes de Bell-Lloc, Les Corts, Barcelona",2,72.0,6.0,290000,True,False,Les Corts,Ático
673,"Piso en calle del Comte Borrell, La Nova Esquerra de l'Eixample, Barcelona",2,62.0,1.0,230000,True,True,La Nova Esquerra de l'Eixample,Piso
674,"Ático en calle de Mallorca, El Clot, Barcelona",3,99.0,9.0,449000,True,True,El Clot,Ático
675,"Piso en calle de Sant Màrius, 13, Sant Gervasi - La Bonanova, Barcelona",3,125.0,1.0,590000,True,True,Sant Gervasi - La Bonanova,Piso
676,"Piso en Bosch i Gimpera, Sarrià, Barcelona",4,235.0,4.0,1336000,True,True,Sarrià,Piso
677,"Piso en calle del Comte d'Urgell, La Nova Esquerra de l'Eixample, Barcelona",3,100.0,2.0,435000,True,True,La Nova Esquerra de l'Eixample,Piso
678,"Piso en bruc, La Dreta de l'Eixample, Barcelona",5,159.0,1.0,680000,True,True,La Dreta de l'Eixample,Piso
679,"Piso en calle de Muntaner, 307, Sant Gervasi - Galvany, Barcelona",3,99.0,6.0,635000,True,True,Sant Gervasi - Galvany,Piso
680,"Piso en calle del Palau, El Gòtic, Barcelona",5,129.0,,325000,True,True,El Gòtic,Piso
681,"Ático en Balmes, Sant Gervasi - Galvany, Barcelona",5,277.0,5.0,1900000,True,True,Sant Gervasi - Galvany,Ático
682,"Piso en La Nova Esquerra de l'Eixample, Barcelona",3,100.0,4.0,420000,True,False,La Nova Esquerra de l'Eixample,Piso
683,"Ático en via Augusta, Sant Gervasi - Galvany, Barcelona",5,185.0,8.0,1475000,True,True,Sant Gervasi - Galvany,Ático
684,"Piso en Sant Gervasi - La Bonanova, Barcelona",5,250.0,2.0,1100000,True,True,Sant Gervasi - La Bonanova,Piso
685,"Piso en calle Diagonal, 630, Sant Gervasi - Galvany, Barcelona",5,270.0,1.0,1045000,True,True,Sant Gervasi - Galvany,Piso
686,"Piso en ronda de la Universitat, La Dreta de l'Eixample, Barcelona",3,90.0,4.0,680000,True,True,La Dreta de l'Eixample,Piso
687,"Ático en calle de la Mare de Déu dels Reis, Vallcarca i els Penitents, Barcelona",3,140.0,3.0,595000,True,True,Vallcarca i els Penitents,Ático
688,"Piso en calle de Sardenya, La Sagrada Família, Barcelona",3,85.0,2.0,348000,True,True,La Sagrada Família,Piso
689,"Piso en calle de Lepant, La Sagrada Família, Barcelona",4,77.0,6.0,255000,True,True,La Sagrada Família,Piso
690,"Piso en calle del Capità Arenas, Pedralbes, Barcelona",2,70.0,6.0,440000,True,True,Pedralbes,Piso
691,"Piso en calle de Còrsega, Vila de Gràcia, Barcelona",3,190.0,3.0,1080000,True,True,Vila de Gràcia,Piso
692,"Piso en Raset, Sant Gervasi - Galvany, Barcelona",6,325.0,2.0,1500000,True,True,Sant Gervasi - Galvany,Piso
693,"Piso en calle del Bronze, La Marina del Port, Barcelona",4,110.0,1.0,279000,True,True,La Marina del Port,Piso
694,"Ático en calle de Biscaia, Navas, Barcelona",3,78.0,8.0,239000,True,True,Navas,Ático
695,"Piso en calle del Peu de la Creu, El Raval, Barcelona",2,65.0,1.0,195000,True,True,El Raval,Piso
696,"Piso en calle de Raset, Sant Gervasi - Galvany, Barcelona",6,325.0,2.0,1500000,True,True,Sant Gervasi - Galvany,Piso
697,"Piso en Sant Gervasi - Galvany, Barcelona",3,98.0,4.0,410000,True,True,Sant Gervasi - Galvany,Piso
698,"Ático en El Gòtic, Barcelona",3,200.0,4.0,2500000,True,True,El Gòtic,Ático
699,"Piso en paseo Bonanova, Sant Gervasi - La Bonanova, Barcelona",5,240.0,3.0,1625000,True,True,Sant Gervasi - La Bonanova,Piso
700,"Piso en calle de Tòquio, Pedralbes, Barcelona",6,360.0,4.0,1800000,True,True,Pedralbes,Piso
701,"Casa o chalet independiente en Sarrià, Barcelona",5,600.0,,1648000,False,False,Sarrià,Casa
702,"Piso en Provençals del Poblenou, Barcelona",3,73.0,1.0,218000,True,True,Provençals del Poblenou,Piso
703,"Piso en GRAN VIA DE LES CORTS CATALANES, La Verneda i la Pau, Barcelona",4,77.0,3.0,180000,True,True,La Verneda i la Pau,Piso
704,"Piso en El Gòtic, Barcelona",3,131.0,6.0,619000,True,True,El Gòtic,Piso
705,"Piso en avenida Meridiana, La Sagrera, Barcelona",2,65.0,,155000,True,False,La Sagrera,Piso
706,"Piso en El Gòtic, Barcelona",3,95.0,4.0,375000,True,True,El Gòtic,Piso
707,"Piso en calle de Galileu, Les Corts, Barcelona",3,85.0,2.0,349000,True,True,Les Corts,Piso
708,"Piso en calle dels Sagristans, 7, El Gòtic, Barcelona",4,114.0,2.0,340000,True,True,El Gòtic,Piso
709,"Piso en PI I MARGALL, El Camp d'En Grassot i Gràcia Nova, Barcelona",2,63.0,2.0,265000,True,True,El Camp d'En Grassot i Gràcia Nova,Piso
710,"Piso en La Sagrada Família, Barcelona",2,80.0,,450000,True,False,La Sagrada Família,Piso
711,"Piso en El Poble Sec - Parc de Montjuïc, Barcelona",3,90.0,,280000,True,False,El Poble Sec - Parc de Montjuïc,Piso
712,"Piso en calle de Pere IV, El Parc i la Llacuna del Poblenou, Barcelona",2,71.0,,292000,True,True,El Parc i la Llacuna del Poblenou,Piso
